headEntity	tailEntity	relation
895	6111	54
895	3960	54
895	12079	54
895	8279	54
895	4963	54
895	16645	54
895	16327	54
895	28398	54
895	19562	54
895	27117	54
895	22759	54
895	16329	54
895	30076	54
895	16620	49
895	26349	69
895	13654	69
895	7166	69
895	17851	53
895	4025	13
895	7747	19
895	6098	55
895	23745	56
896	11117	21
896	5336	22
896	30162	40
896	4025	41
896	25493	41
896	8926	41
896	14100	41
896	13983	20
896	10777	25
896	27030	4
896	18469	39
896	23022	36
896	8806	47
896	22347	48
896	14159	28
896	25729	46
896	5070	46
896	8693	46
896	8742	46
896	5336	46
896	17144	46
896	12435	46
896	26779	46
896	24603	29
896	13489	29
896	16010	29
896	25414	29
896	28378	29
896	7043	29
896	23644	29
896	9035	29
896	26858	29
896	28992	29
896	24965	29
896	5927	29
896	19120	29
896	30471	29
896	9666	29
896	22564	29
896	3692	29
896	15324	29
896	25495	29
896	24954	29
896	23998	29
896	25392	57
896	10465	24
896	6039	23
896	5906	42
896	24790	45
896	14153	43
896	12443	32
896	27871	5
896	28898	16
896	3845	19
896	8806	59
896	23981	44
896	7665	8
896	14687	7
896	4488	7
896	27641	7
896	16454	7
896	20674	7
896	21693	7
896	22311	6
896	9542	6
896	18545	35
896	26848	1
896	9240	9
896	29147	18
896	6433	33
896	17397	17
896	15952	14
896	26028	60
896	27249	3
896	25220	38
896	5474	61
896	16043	54
896	13983	54
896	12026	54
896	17159	54
896	13213	54
896	11591	54
896	14905	54
896	12353	54
896	27992	54
896	26196	54
896	12303	54
896	24801	54
896	12141	54
896	30075	54
896	4370	54
896	3764	54
896	23891	54
896	23530	54
896	7869	54
896	13858	55
896	23074	56
897	14118	42
897	6832	8
897	19267	35
897	12053	64
897	14209	64
897	28716	64
897	11513	64
897	18939	64
897	12775	64
897	28710	64
897	26861	64
897	4935	25
897	8047	25
897	11539	25
897	10594	3
897	24790	45
897	4795	9
897	17472	6
897	24834	6
897	8047	28
897	25493	41
897	14100	41
897	8806	47
897	13378	7
897	12647	7
897	22623	46
897	13687	46
897	26352	46
897	4164	46
897	30537	46
897	17535	46
897	14114	46
897	9540	46
897	16644	46
897	7766	46
897	27325	46
897	24285	46
897	8136	46
897	27421	46
897	14564	46
897	9349	46
897	7089	46
897	23228	46
897	21786	46
897	29181	46
897	19167	46
897	10715	46
897	22932	46
897	11777	46
897	29887	46
897	20953	46
897	6367	46
897	13487	46
897	13398	46
897	17256	46
897	18719	46
897	22522	46
897	5411	46
897	20279	46
897	29010	46
897	18297	46
897	6047	46
897	21731	39
897	4764	26
897	3580	5
897	4795	17
897	25220	60
897	14492	13
897	19248	119
897	5632	1
897	7086	54
897	16043	54
897	18693	54
897	10870	54
897	27876	54
897	18580	54
897	12478	54
897	6147	54
897	27567	54
897	12930	54
897	23122	54
897	27671	54
897	18867	54
897	13391	54
897	5366	54
897	17006	54
897	5896	54
897	18185	54
897	20839	54
897	14543	54
897	24860	54
897	24075	54
897	18381	54
897	21836	54
897	4442	54
897	9919	54
897	11641	54
897	5305	54
897	7779	54
897	10698	54
897	19136	54
897	17545	54
897	5839	54
897	4605	54
897	8709	54
897	22395	54
897	4267	54
897	4234	54
897	8126	54
897	15366	54
897	19656	54
897	9185	54
897	14524	54
897	18222	54
897	26981	54
897	4685	54
897	5318	54
897	7400	54
897	22406	54
897	13434	54
897	16857	54
897	21859	54
897	24613	54
897	16035	54
897	11991	54
897	24682	54
897	28048	54
897	18221	54
897	14222	54
897	11192	54
897	9348	54
897	5539	54
897	22201	54
897	4029	54
897	18147	54
897	25740	54
897	15293	54
897	30712	54
897	24879	54
897	30669	54
897	15786	54
897	10653	54
897	10079	54
897	8750	54
897	29349	54
897	29184	54
897	13195	54
897	24317	54
897	25985	54
897	19436	54
897	5075	54
897	30048	54
897	29249	54
897	6110	54
897	16231	54
897	15846	54
897	6790	54
897	26473	54
897	25841	54
897	15081	54
897	25508	54
897	24307	54
897	26061	54
897	15528	54
897	14680	54
897	17052	54
897	21866	54
897	27640	54
897	9244	54
897	16723	54
897	11610	54
897	11926	54
897	17446	54
897	5137	54
897	27305	54
897	28040	54
897	19725	54
897	10690	54
897	17646	54
897	9242	54
897	6606	54
897	13178	54
897	23107	54
897	13505	54
897	25937	54
897	28006	54
897	9603	54
897	19862	54
897	17186	54
897	8864	54
897	13374	54
897	8839	54
897	9204	54
897	28955	54
897	26336	54
897	20315	54
897	21473	54
897	22351	54
897	4753	54
897	9062	54
897	19449	54
897	27119	54
897	10916	54
897	5584	54
897	14113	54
897	3612	54
897	21522	54
897	4184	54
897	15297	54
897	10345	54
897	9758	54
897	22776	54
897	7988	54
897	25281	54
897	27545	54
897	28932	54
897	24900	54
897	4673	54
897	24360	54
897	18487	54
897	6219	54
897	8037	54
897	27659	54
897	27342	54
897	6662	54
897	22286	54
897	9289	54
897	7259	54
897	17936	54
897	16344	54
897	26946	54
897	17268	54
897	24918	54
897	4802	54
897	13563	54
897	3601	54
897	26396	54
897	20088	54
897	22434	54
897	29870	54
897	6802	54
897	13121	54
897	22196	54
897	13481	54
897	15478	54
897	5158	54
897	11435	54
897	9033	54
897	11242	54
897	17806	54
897	7787	54
897	22774	54
897	18682	54
897	5021	54
897	6661	54
897	28922	54
897	22479	54
897	16000	54
897	3822	54
897	19914	54
897	25330	54
897	20578	54
897	28078	54
897	11877	54
897	6906	54
897	18435	54
897	29234	54
897	6005	54
897	21509	54
897	26750	54
897	9829	54
897	18668	54
897	23569	54
897	9441	54
897	18566	54
897	25133	54
897	7378	54
897	7798	54
897	15132	54
897	16550	54
897	17212	54
897	13638	54
897	22220	54
897	8315	54
897	8001	54
897	12340	54
897	26155	54
897	26764	54
897	15593	54
897	27373	54
897	11082	54
897	16353	54
897	14804	54
897	25855	54
897	17634	54
897	30643	54
897	11611	54
897	4993	54
897	18509	54
897	9426	54
897	20128	54
897	19995	54
897	11024	54
897	8287	54
897	16005	54
897	10641	54
897	21118	54
897	25694	54
897	12582	54
897	14562	54
897	16463	54
897	27471	54
897	10713	54
897	20781	54
897	6125	54
897	19338	54
897	22447	54
897	20368	54
897	27672	54
897	5869	54
897	8166	54
897	8169	54
897	12373	54
897	28785	54
897	27073	54
897	7834	54
897	15233	54
897	15987	54
897	11620	54
897	20718	54
897	15057	54
897	11335	54
897	19291	54
897	25672	54
897	21502	54
897	13929	54
897	27187	54
897	23180	54
897	25254	54
897	12283	54
897	16639	54
897	8069	54
897	16201	54
897	16633	54
897	23365	54
897	8453	54
897	19384	54
897	27374	54
897	16965	54
897	24192	54
897	29048	54
897	21161	54
897	20264	54
897	26817	54
897	21213	54
897	18285	54
897	18089	54
897	30518	54
897	22711	54
897	11617	54
897	6308	54
897	22527	54
897	13369	54
897	29627	54
897	6399	54
897	30514	54
897	22624	54
897	12039	54
897	21916	54
897	11051	54
897	26889	54
897	20840	54
897	23250	54
897	18078	54
897	23558	54
897	7196	54
897	16101	54
897	25575	54
897	18497	54
897	5547	54
897	15269	54
897	23345	54
897	24852	54
897	17031	54
897	13401	54
897	17229	54
897	19194	54
897	18795	54
897	14905	54
897	15459	54
897	5891	54
897	9792	54
897	25950	54
897	21852	54
897	5476	54
897	5032	54
897	11425	54
897	20779	54
897	28783	54
897	15870	54
897	5240	54
897	29115	54
897	18734	54
897	13893	54
897	22538	54
897	9209	54
897	13201	54
897	29391	54
897	18327	54
897	15801	54
897	25603	54
897	25767	54
897	28311	54
897	16235	54
897	29888	54
897	28480	54
897	18156	54
897	10692	54
897	17175	54
897	20653	54
897	3598	54
897	24422	54
897	29892	54
897	14343	54
897	30285	54
897	24768	54
897	20676	54
897	6295	54
897	16060	54
897	9530	54
897	29822	54
897	29158	54
897	8681	54
897	14326	54
897	16265	54
897	17781	54
897	9355	54
897	24810	54
897	21923	54
897	23321	54
897	5587	54
897	14904	54
897	15621	54
897	24131	54
897	11076	54
897	28366	54
897	29587	54
897	11110	54
897	22901	54
897	29554	54
897	18613	54
897	6452	54
897	21940	54
897	17429	54
897	4634	54
897	21122	54
897	17728	54
897	10670	54
897	21165	54
897	26412	54
897	19178	54
897	5212	54
897	29922	54
897	22003	54
897	29490	54
897	22505	54
897	26756	54
897	20386	54
897	8475	54
897	6251	54
897	13063	54
897	16023	54
897	26994	54
897	27885	54
897	17658	54
897	29497	54
897	30186	54
897	24479	54
897	28148	54
897	29691	54
897	25122	54
897	23392	54
897	10401	54
897	9078	54
897	25215	54
897	26642	54
897	25820	54
897	22426	54
897	30075	54
897	19679	54
897	9922	54
897	20944	54
897	27799	54
897	8458	54
897	26322	54
897	12153	54
897	18598	54
897	14164	54
897	19521	54
897	25047	54
897	16733	54
897	21187	54
897	11532	54
897	29736	54
897	4256	54
897	19608	54
897	24126	54
897	18809	54
897	21985	54
897	16701	54
897	17451	54
897	16340	54
897	9131	54
897	26575	54
897	27609	54
897	22264	54
897	18620	54
897	6535	54
897	29858	54
897	18020	54
897	11808	54
897	26184	54
897	12615	54
897	8370	54
897	15271	54
897	18945	54
897	8051	54
897	4231	54
897	14348	54
897	15234	54
897	8623	54
897	7247	54
897	4653	54
897	17352	54
897	21712	54
897	28523	54
897	8923	54
897	25320	54
897	10294	54
897	4173	54
897	10258	54
897	23637	54
897	10746	54
897	9182	54
897	16182	54
897	30097	54
897	24708	54
897	14896	54
897	15060	54
897	9430	54
897	25454	54
897	22497	54
897	14565	54
897	18698	54
897	19614	54
897	11756	54
897	19164	54
897	13024	54
897	8781	54
897	15978	54
897	21726	54
897	24410	54
897	13266	54
897	23530	54
897	4572	54
897	22541	54
897	7869	54
897	7645	54
897	10055	54
897	6482	54
897	17813	54
897	14603	54
897	28134	54
897	19964	54
897	20777	54
897	9205	54
897	11595	54
897	15213	54
897	29684	54
897	15077	54
897	10107	54
897	17934	54
897	26695	54
897	5219	54
897	23590	54
897	23280	54
897	16561	54
897	26369	54
897	11117	21
897	23981	44
897	26273	4
897	5649	48
897	20831	22
897	30718	22
897	24603	29
897	16114	29
897	13489	29
897	16010	29
897	25414	29
897	28378	29
897	7043	29
897	23644	29
897	9035	29
897	26858	29
897	28992	29
897	8320	29
897	24965	29
897	30471	29
897	9666	29
897	15732	29
897	22564	29
897	3692	29
897	7587	29
897	25495	29
897	24954	29
897	24643	29
897	8929	23
897	26915	24
897	19284	33
897	7297	19
897	13209	27
897	4691	18
897	5338	36
897	9046	43
897	15952	14
897	7086	20
897	27876	20
897	25220	38
897	21585	59
897	19272	32
897	28564	53
897	16220	49
897	6985	55
897	14902	56
898	25325	42
898	14100	41
898	4025	41
898	25493	41
898	8926	41
898	11117	21
898	21382	22
898	28659	20
898	7086	20
898	13983	20
898	25815	25
898	7151	4
898	14627	39
898	12436	36
898	5934	48
898	18230	28
898	12211	28
898	26308	46
898	7106	46
898	22547	46
898	26559	46
898	30592	46
898	24603	29
898	16114	29
898	13489	29
898	16010	29
898	4000	29
898	28378	29
898	7043	29
898	23644	29
898	9035	29
898	26858	29
898	28992	29
898	8320	29
898	24965	29
898	30471	29
898	9666	29
898	22564	29
898	25495	29
898	24954	29
898	23998	29
898	28374	24
898	18103	23
898	13828	43
898	21053	45
898	11584	32
898	17965	5
898	15404	1
898	17456	59
898	23981	44
898	28856	8
898	27641	7
898	4075	7
898	17472	6
898	10942	6
898	14228	35
898	16220	49
898	9019	9
898	28212	18
898	7086	54
898	13983	54
898	28659	54
898	23566	17
898	27836	14
898	26058	60
898	24025	3
898	13489	38
898	15421	53
898	30216	19
898	24650	55
898	5456	56
899	4025	41
899	25493	41
899	27412	41
899	14100	41
899	11117	21
899	21851	22
899	3781	20
899	14145	25
899	12151	4
899	30475	39
899	4127	36
899	15600	48
899	24443	28
899	6326	46
899	30448	46
899	24603	29
899	13489	29
899	28378	29
899	7043	29
899	23644	29
899	9035	29
899	26858	29
899	28992	29
899	24965	29
899	26925	29
899	9211	29
899	30471	29
899	9666	29
899	22564	29
899	15324	29
899	7587	29
899	25495	29
899	24954	29
899	23998	29
899	26786	24
899	4385	23
899	6287	43
899	10402	45
899	23341	32
899	3893	5
899	6817	42
899	6824	59
899	23981	44
899	18610	8
899	27641	7
899	21693	7
899	14958	35
899	25221	1
899	6962	9
899	26438	18
899	22219	33
899	17860	17
899	15107	14
899	26058	60
899	9769	3
899	17472	6
899	25466	38
899	3781	54
899	20205	54
899	7812	54
899	27570	54
899	23424	19
899	16552	55
899	14566	56
900	9437	46
900	30641	46
900	11942	46
900	24919	46
900	17171	46
900	5181	46
900	19155	46
900	17079	46
900	16210	46
900	24101	46
900	4971	46
900	19443	46
900	25888	46
900	10056	46
900	6222	46
900	27617	46
900	22997	46
900	26937	46
900	11922	46
900	23165	46
900	20861	46
900	14594	46
900	6042	46
900	5270	46
900	21354	46
900	28739	46
900	11554	46
900	6343	46
900	20980	46
900	23426	46
900	22375	46
900	14125	46
900	24135	46
900	18454	22
900	12290	28
900	25869	28
900	6675	24
900	24498	40
900	18981	41
900	15123	43
900	30037	35
900	21862	32
900	4688	5
900	5409	49
900	16220	49
900	27346	8
900	19305	45
900	24300	12
900	23711	25
900	29811	9
900	7181	19
900	12311	54
900	27173	54
900	7086	54
900	19627	54
900	10277	54
900	21016	54
900	8466	54
900	12028	54
900	4724	54
900	30664	54
900	14840	54
900	6932	54
900	24690	54
900	28569	54
900	4781	54
900	13973	54
900	19843	54
900	8150	54
900	26448	54
900	6894	54
900	8173	54
900	9087	54
900	3785	54
900	22714	54
900	28683	54
900	26677	54
900	6296	54
900	8236	54
900	17008	54
900	28657	54
900	30357	54
900	4403	54
900	6362	54
900	12311	131
900	12921	18
900	25802	3
900	12921	33
900	27291	71
900	27291	65
900	19724	56
901	20027	24
901	18981	41
901	23109	43
901	11784	5
901	19119	49
901	5409	49
901	26972	49
901	13339	8
901	30266	19
901	22292	12
901	19827	22
901	9938	28
901	19821	25
901	28798	3
901	30224	9
901	25823	18
901	25823	33
901	12704	46
901	22555	46
901	14056	46
901	10932	46
901	9594	46
901	5346	71
901	5346	65
901	10372	54
901	4526	54
901	30662	54
901	22869	54
901	23206	54
901	17953	54
901	17219	54
901	21802	54
901	8210	54
901	5402	54
901	26587	54
901	6390	54
901	13502	54
901	7074	54
901	23400	54
901	28733	54
901	19350	54
901	19250	54
901	16417	54
901	5111	54
901	21949	54
901	15837	54
901	15385	54
901	19408	54
901	14684	54
901	27116	54
901	5271	54
901	29503	54
901	9314	54
901	21422	54
901	24763	54
901	17898	54
901	17775	54
901	15054	54
901	24409	54
901	26224	54
901	18816	54
901	6412	54
901	21506	54
901	20430	54
901	14707	54
901	23843	54
901	4433	54
901	20339	54
901	13670	54
901	13701	54
901	7108	54
901	22214	54
901	8173	54
901	29786	54
901	15789	54
901	23515	54
901	30386	54
901	9403	54
901	3871	54
901	21298	54
901	5639	54
901	11321	54
901	7023	54
901	15859	54
901	24002	54
901	9796	54
901	28821	54
901	20655	54
901	13794	54
901	30777	54
901	13350	54
901	13088	54
901	18739	54
901	26612	54
901	20804	54
901	15898	54
901	15499	54
901	5598	54
901	4949	54
901	28902	54
901	22742	54
901	16400	54
901	4430	54
901	5317	54
901	7094	54
901	29854	54
901	14990	54
901	21125	54
901	25714	54
901	16129	54
901	9440	54
901	21326	54
901	24853	35
901	6829	56
902	6589	21
902	15923	24
902	18981	41
902	20066	12
902	29168	22
902	4318	28
902	23257	45
902	27173	20
902	17264	38
902	25376	3
902	15108	5
902	29219	43
902	23247	9
902	4530	18
902	4530	33
902	27931	46
902	19043	46
902	6162	46
902	7226	46
902	12626	46
902	4208	71
902	4208	65
902	23378	54
902	18845	54
902	13056	54
902	16123	54
902	15837	54
902	17876	54
902	11308	54
902	16272	54
902	24409	54
902	18816	54
902	7704	54
902	4384	54
902	4534	54
902	7023	54
902	19393	54
902	5598	54
902	29068	54
902	9650	54
902	16400	54
902	30585	54
902	4430	54
902	28792	54
902	7094	54
902	29612	54
902	16129	54
902	21326	54
902	28520	54
902	17381	54
902	9631	54
902	18251	56
903	29475	40
903	12060	40
903	23369	40
903	6838	24
903	18981	41
903	3664	43
903	24820	35
903	6752	32
903	8385	5
903	5409	49
903	16047	8
903	15414	22
903	4367	28
903	20526	25
903	4779	9
903	22930	17
903	18609	18
903	6324	3
903	5444	26
903	20698	33
903	5467	19
903	28285	46
903	13169	46
903	9860	46
903	30096	46
903	20382	46
903	16572	71
903	16572	65
903	7023	20
903	7086	20
903	28429	42
903	18845	54
903	8141	54
903	13056	54
903	16123	54
903	23400	54
903	15837	54
903	14684	54
903	17876	54
903	12856	54
903	11308	54
903	16272	54
903	17775	54
903	15054	54
903	24409	54
903	18816	54
903	21506	54
903	23843	54
903	20339	54
903	13701	54
903	7704	54
903	4384	54
903	4534	54
903	7572	54
903	7594	54
903	24085	54
903	27547	54
903	16767	54
903	5639	54
903	24324	54
903	8703	54
903	7023	54
903	9796	54
903	15898	54
903	15499	54
903	5598	54
903	4949	54
903	28902	54
903	29068	54
903	3785	54
903	22742	54
903	16400	54
903	19829	54
903	30585	54
903	4430	54
903	28792	54
903	7094	54
903	29612	54
903	16129	54
903	30378	54
903	21326	54
903	17381	54
903	9631	54
903	19838	56
904	8755	22
904	27173	20
904	6073	20
904	22947	40
904	27705	40
904	12261	40
904	22885	40
904	20487	40
904	13303	40
904	11760	40
904	7414	24
904	18981	41
904	27777	43
904	5479	35
904	24179	32
904	8328	5
904	14783	8
904	5409	49
904	26339	12
904	29602	28
904	15447	28
904	15604	28
904	6210	25
904	7639	18
904	24201	3
904	5726	9
904	21897	33
904	25123	46
904	30017	46
904	11632	46
904	4410	46
904	30544	46
904	29778	46
904	9564	46
904	7220	46
904	6543	46
904	11183	46
904	17376	46
904	23273	46
904	29962	46
904	30763	46
904	8075	46
904	13373	46
904	7889	46
904	25779	46
904	5384	71
904	5384	65
904	13077	31
904	15259	54
904	25179	54
904	15125	54
904	17530	54
904	8141	54
904	7837	54
904	7882	54
904	24496	54
904	16174	54
904	4781	54
904	14111	54
904	29160	54
904	8460	54
904	16272	54
904	18218	54
904	6341	54
904	12009	54
904	5148	54
904	4664	54
904	27173	54
904	28347	54
904	8173	54
904	24085	54
904	21317	54
904	5598	54
904	16963	54
904	30167	54
904	22714	54
904	8236	54
904	16684	54
904	5862	54
904	4426	54
904	5437	54
904	28520	54
904	7180	54
904	18109	54
904	12197	56
905	6589	21
905	19981	24
905	18981	41
905	17868	8
905	5640	12
905	6257	22
905	27449	28
905	4495	25
905	15766	3
905	27737	9
905	18361	18
905	18361	33
905	22074	5
905	17875	71
905	17875	65
905	22869	54
905	8210	54
905	7074	54
905	28733	54
905	9178	54
905	14200	54
905	16417	54
905	19408	54
905	6358	54
905	27214	54
905	14707	54
905	22214	54
905	15789	54
905	21277	54
905	3871	54
905	11321	54
905	15859	54
905	28821	54
905	8906	54
905	4949	54
905	5317	54
905	7094	54
905	25714	54
905	14537	54
905	21479	54
905	11282	56
906	28736	41
906	25493	41
906	8053	41
906	21716	13
906	14492	13
906	14482	48
906	28513	22
906	23450	22
906	27269	29
906	21010	24
906	17848	23
906	5624	17
906	8487	17
906	24400	17
906	19528	17
906	22777	20
906	23237	4
906	6272	43
906	26209	35
906	30575	5
906	8554	21
906	13196	9
906	27506	9
906	21627	18
906	30547	18
906	24891	18
906	20047	28
906	11988	28
906	6830	28
906	25016	28
906	26568	28
906	21643	28
906	12502	28
906	14225	28
906	20232	28
906	23563	28
906	5872	28
906	22225	28
906	24221	28
906	24314	28
906	11792	28
906	29450	28
906	19790	28
906	19869	28
906	14715	28
906	5929	2
906	15679	36
907	15160	79
907	12509	79
907	14299	79
907	25612	79
907	10308	79
907	15695	79
907	29589	79
907	10364	79
907	24884	79
907	30548	79
907	12169	79
907	15126	79
907	23918	79
907	15751	79
907	13190	79
907	5215	79
907	28673	79
907	21844	79
907	22210	79
907	11687	79
907	12462	79
907	3732	79
907	20126	79
907	27611	79
907	16273	79
907	22719	79
907	5800	79
907	5797	79
907	27667	79
907	7678	79
907	24745	79
907	27694	80
907	4437	80
907	19323	48
907	11484	10
907	18098	40
907	7966	40
907	9457	40
907	18576	40
907	8367	40
907	30702	40
907	18132	40
907	5902	40
907	4576	40
907	29818	40
907	29104	40
907	27442	40
907	29535	40
907	10809	40
907	13112	41
907	8481	41
907	28736	41
907	4468	41
907	8851	24
907	21438	23
907	30239	43
907	28722	35
907	13628	32
907	9641	5
907	16620	49
907	18656	49
907	30151	49
907	19637	49
907	16220	49
907	16270	49
907	23289	49
907	17982	49
907	19683	81
907	4437	81
907	13306	81
907	13547	28
907	4437	38
907	9368	9
907	19992	9
907	23522	18
907	24095	26
907	24092	73
907	9965	122
907	17107	31
907	10720	31
907	11916	31
907	29948	31
907	30176	31
907	11666	31
907	25050	31
907	8158	31
907	11118	20
907	16808	19
907	22625	61
907	5311	61
907	12779	69
907	24766	15
907	29941	15
907	16869	15
907	21367	15
907	11642	15
907	16109	15
907	9390	15
907	4549	56
908	12827	24
908	22835	41
908	23615	41
908	18059	41
908	6589	21
908	13176	12
908	30144	13
908	11199	46
908	30759	46
908	4013	46
908	6267	46
908	29199	46
908	24507	46
908	22851	46
908	29335	46
908	18851	46
908	24235	46
908	9825	46
908	10440	46
908	24999	46
908	7272	46
908	30593	46
908	24465	22
908	16155	49
908	16220	49
909	25128	24
909	18059	41
909	6589	21
909	13791	22
909	19783	54
910	4459	41
910	11398	41
910	20973	41
910	28736	41
910	7007	24
910	8787	74
910	21456	22
910	17982	49
910	16220	49
910	16270	49
910	10895	65
910	8239	15
910	26315	126
911	23024	24
911	27161	22
911	5993	22
911	5989	4
911	18094	4
911	18059	41
911	25493	41
911	28736	41
911	5421	12
911	26004	46
911	18423	46
911	12404	46
911	11092	46
911	19367	46
911	27427	46
911	30661	46
911	15490	46
911	5031	46
911	29972	46
911	15921	46
911	6892	46
911	4133	46
911	17086	46
911	25297	46
911	20911	46
911	24178	46
911	13209	27
911	8415	19
911	6589	21
911	19783	54
911	29978	86
911	24692	86
911	24581	86
911	19783	20
912	22666	24
912	26600	13
912	6511	4
912	25586	74
912	25969	22
912	6498	22
912	24465	22
912	6244	18
912	28736	41
912	20973	41
912	23615	41
912	14100	41
912	29549	20
912	23697	20
912	14874	1
912	16220	49
912	13209	27
912	8554	21
912	25763	119
912	30628	17
912	8225	54
913	15144	1
913	24593	21
913	7086	20
913	26540	20
913	27045	39
913	15673	4
913	12176	48
913	30588	22
913	14898	36
913	13314	36
913	15270	24
913	14402	41
913	9288	41
913	4959	41
913	14100	41
913	13232	43
913	18389	5
913	19547	28
913	28621	9
913	4273	45
913	26161	45
913	5409	49
913	22575	8
913	14687	7
913	4488	7
913	21693	7
913	17411	7
913	4462	6
913	23981	44
913	7086	54
913	26540	54
913	7020	64
913	20537	64
913	27383	64
913	23756	42
913	22435	59
913	16870	19
913	12916	18
913	23836	47
913	15844	35
913	18841	32
913	28459	3
913	15802	76
913	6191	37
913	24158	33
913	21424	52
913	20855	52
913	20094	52
913	18282	52
913	14323	56
914	29978	74
914	20727	22
914	28736	41
914	21762	24
914	6589	21
915	7839	24
915	15252	80
915	13112	41
915	28736	41
915	4468	41
915	28929	5
915	5901	43
915	29413	9
916	26164	74
916	29978	74
916	4656	22
916	19962	4
916	28736	41
916	9559	41
916	25493	41
916	28835	24
916	19119	49
916	5315	17
916	13945	20
916	9782	20
916	21803	45
916	8521	43
916	6589	21
916	18021	77
916	5656	37
916	18365	99
916	4909	13
917	23163	24
917	6236	74
917	13703	22
917	4254	22
917	28736	41
917	11398	41
917	4909	13
917	11755	54
918	28583	24
918	29978	74
918	10985	22
918	28736	41
918	4459	41
918	10686	41
918	14499	5
918	15408	65
918	26499	20
918	17123	86
918	4909	13
918	4071	61
918	19611	83
918	6589	21
918	16967	31
919	28736	41
919	17903	22
919	4093	86
919	23237	4
919	17741	4
919	20867	21
920	25998	24
920	20973	41
920	29685	41
920	28736	41
920	15944	22
920	9150	22
920	7850	22
920	4306	22
920	6589	21
920	30144	13
920	27272	1
920	24981	132
920	24437	86
920	28913	86
920	6594	4
920	9353	54
920	25720	54
920	6073	54
920	4143	58
920	22400	84
920	16220	49
921	13221	24
921	28736	41
921	7428	41
921	11398	41
921	8114	12
921	30055	12
921	4460	38
921	27693	95
921	19264	55
921	13209	27
921	26296	56
921	23535	65
922	21053	45
922	9446	24
922	18117	41
922	28736	41
922	25493	41
922	21316	65
922	25031	65
922	5272	42
922	10550	43
922	3862	5
922	19476	35
922	16220	49
922	16270	49
922	17982	49
922	9090	56
923	28031	1
923	11452	25
923	30633	25
923	14867	24
923	8421	28
923	12146	28
923	7212	28
923	12001	28
923	14447	28
923	27582	28
923	7292	28
923	25011	28
923	5117	28
923	28895	28
923	5928	28
923	22526	28
923	27722	22
923	30018	13
923	23568	4
923	18979	4
923	17741	4
923	6862	36
923	17787	18
923	10991	18
923	20559	41
923	28736	41
923	5409	49
923	5154	46
923	18151	46
923	12286	46
923	25129	46
923	18944	46
923	26085	46
923	22046	46
923	24556	46
923	15148	46
923	28999	46
923	3914	46
923	10041	46
923	11059	46
923	11628	46
923	17420	46
923	29011	46
923	27443	23
923	6050	48
923	25351	9
923	10730	17
923	16192	20
923	20867	21
923	12897	86
923	26225	47
923	28504	57
923	12968	56
923	26062	29
924	7763	24
924	28736	41
924	30175	49
924	17982	49
924	18656	49
924	16220	49
924	19637	49
924	16270	49
924	27138	49
924	4909	13
924	6589	21
924	11772	22
924	22075	54
924	23386	56
925	8358	24
925	28736	41
925	6672	41
925	26972	49
925	29101	56
926	28736	41
926	9559	41
926	18512	22
926	11759	95
927	19195	24
927	9597	36
927	14241	18
927	13188	4
927	6234	74
927	28736	41
927	13460	41
927	5409	49
927	27138	49
927	13983	20
927	7219	22
927	19214	13
927	20867	21
928	5621	24
928	28736	41
928	9911	41
928	23774	117
928	13615	48
928	24612	23
928	7219	22
928	13983	20
928	13188	4
928	14769	13
928	20867	21
928	17643	36
929	28736	41
929	25493	41
929	11659	24
930	19214	13
930	26086	13
930	4909	13
930	16212	74
930	8154	22
930	23361	24
930	26086	41
930	5409	49
930	29460	20
930	26557	20
930	16212	86
930	8290	54
931	29828	24
931	28736	41
931	26086	41
931	5409	49
931	20867	21
931	6103	22
931	4909	13
931	27227	20
931	16192	20
931	26557	54
932	22076	43
932	27510	22
932	29618	24
932	7314	41
932	7964	35
932	20654	32
932	5816	28
932	23639	25
932	19757	20
932	28003	20
932	7071	20
932	13210	5
932	4674	46
932	9405	46
932	4451	46
932	19715	46
932	23257	45
932	29598	18
932	9332	9
932	29598	33
932	9157	71
932	9157	65
932	25606	54
932	28003	54
932	19757	54
932	7071	54
932	13983	54
933	4080	41
933	28736	41
933	8452	22
933	4025	13
933	9291	86
933	11118	20
933	4230	20
933	27890	28
933	12662	43
933	20867	21
933	29526	60
934	28518	22
934	12222	22
934	16912	13
934	26463	18
934	25147	24
934	28736	41
934	17962	41
934	4459	41
934	20867	21
934	17962	92
934	17939	65
934	20516	54
934	13028	54
934	13983	54
934	16232	54
935	22265	24
935	14492	13
935	14769	13
935	10663	4
935	28241	22
935	16841	22
935	8780	18
935	30476	41
935	28736	41
935	30667	41
935	23275	41
935	20720	41
935	25804	41
935	4080	41
935	13233	49
935	12425	2
935	28280	17
935	28280	9
935	23603	25
935	23603	28
935	22867	119
935	5376	48
935	7086	20
935	17547	21
935	23412	70
935	17547	38
935	18455	47
935	7086	54
935	27085	64
935	18372	64
935	27007	64
935	17584	46
935	5954	46
935	23357	46
935	6131	46
935	7483	46
935	20520	46
935	17182	46
935	9336	46
935	22362	46
935	22345	46
935	29681	46
935	25155	46
935	9648	46
935	5805	46
935	17286	40
935	25862	34
935	10897	36
936	17465	41
936	25493	41
936	28736	41
936	23783	24
936	18637	80
936	20867	21
937	21716	13
937	25149	48
937	23495	23
937	5361	24
937	12729	36
937	8053	41
